Country or Area,Year,Value
Portugal,2001,81939.94494
Portugal,2000,82420.02026
Portugal,1999,83168.63688
Portugal,1998,75058.69904
Portugal,1997,70199.49748
Portugal,1996,67012.82494
Portugal,1995,69306.34383
Portugal,1994,64652.62646
Portugal,1993,63745.46886
Portugal,1992,65243.11128
Portugal,1991,61397.48791
Portugal,1990,59473.35474
Romania,2021,115403.1516
Romania,2020,112036.0387
Romania,2019,115762.7545
Romania,2018,119236.8005
Romania,2017,118358.6611
Romania,2016,115310.1638
Romania,2015,117099.8064
Romania,2014,118214.813
Romania,2013,118721.6676
Romania,2012,130693.3091
Romania,2011,132871.0678
Romania,2010,126669.9069
Romania,2009,131293.8737
Romania,2008,152897.5572
Romania,2007,155930.7779
Romania,2006,152350.4974
Romania,2005,151327.0984
Romania,2004,152121.612
Romania,2003,153862.6968
Romania,2002,147998.7649
Romania,2001,145982.3436
Romania,2000,142238.3104
Romania,1999,150290.0717
Romania,1998,168185.1938
Romania,1997,185152.5867
Romania,1996,191736.1631
Romania,1995,188741.814
Romania,1994,181845.4552
Romania,1993,184393.8653
Romania,1992,194856.6714
Romania,1991,210408.3284
Romania,1990,257137.1829
Russian Federation,2021,2156599.34
Russian Federation,2020,2061109.859
Russian Federation,2019,2136517.947
Russian Federation,2018,2145241.38
Russian Federation,2017,2082644.323
Russian Federation,2016,2033968.362
Russian Federation,2015,2033334.963
Russian Federation,2014,2037643.314
Russian Federation,2013,2041805.207
Russian Federation,2012,2100946.519
Russian Federation,2011,2076058.193
Russian Federation,2010,2019393.43
Russian Federation,2009,1925038.18
Russian Federation,2008,2059490.289
Russian Federation,2007,2030122.263
Russian Federation,2006,2030163.084
Russian Federation,2005,1970602.687
Russian Federation,2004,1952617.157
Russian Federation,2003,1940117.8
Russian Federation,2002,1908501.866
Russian Federation,2001,1928619.954
Russian Federation,2000,1895001.384
Russian Federation,1999,1900503.716
Russian Federation,1998,1870018.31
Russian Federation,1997,1901804.206
Russian Federation,1996,2019459.809
Russian Federation,1995,2070711.487
Russian Federation,1994,2122812.403
Russian Federation,1993,2385612.003
Russian Federation,1992,2524618.045
Russian Federation,1991,3005319.396
Russian Federation,1990,3166579.051
Slovakia,2021,41226.49358
Slovakia,2020,37187.88948
Slovakia,2019,39955.72713
Slovakia,2018,42276.42986
Slovakia,2017,42419.28132
Slovakia,2016,41318.67118
Slovakia,2015,40869.577
Slovakia,2014,40140.20428
Slovakia,2013,42131.21664
Slovakia,2012,42451.37486
Slovakia,2011,44839.89584
Slovakia,2010,45766.63122
Slovakia,2009,44955.41175
Slovakia,2008,49214.16339
Slovakia,2007,48699.37817
Slovakia,2006,50444.97322
Slovakia,2005,50666.31275
Slovakia,2004,50679.97155
Slovakia,2003,49973.49895
Slovakia,2002,49870.14887
Slovakia,2001,51256.63094
Slovakia,2000,48986.21045
Slovakia,1999,50854.29385
Slovakia,1998,52118.31049
Slovakia,1997,52819.65846
Slovakia,1996,52997.95936
Slovakia,1995,53179.97358
Slovakia,1994,52686.66144
Slovakia,1993,55242.88192
Slovakia,1992,58624.7875
Slovakia,1991,64343.41315
Slovakia,1990,73738.66978
Slovenia,2021,16106.47723
Slovenia,2020,15974.78349
Slovenia,2019,17204.8266
Slovenia,2018,17689.13065
Slovenia,2017,17870.42777
Slovenia,2016,17790.02677
Slovenia,2015,16912.4654
Slovenia,2014,16726.12333
Slovenia,2013,18382.00458
Slovenia,2012,19083.13755
Slovenia,2011,19716.01103
Slovenia,2010,19797.92741
Slovenia,2009,19566.59819
Slovenia,2008,21743.29269
Slovenia,2007,21020.41027
Slovenia,2006,20833.67346
Slovenia,2005,20643.29161
Slovenia,2004,20386.44313
Slovenia,2003,19987.82771
Slovenia,2002,20318.61467
Slovenia,2001,20040.5695
Slovenia,2000,18769.38081
Slovenia,1999,18985.92104
Slovenia,1998,19600.92888
Slovenia,1997,20003.94395
Slovenia,1996,19463.61608
Slovenia,1995,18863.25286
Slovenia,1994,18082.34227
Slovenia,1993,17667.81578
Slovenia,1992,17432.25934
Slovenia,1991,17447.82154
Slovenia,1990,18797.64778
Spain,2021,288847.8155
Spain,2020,272244.3621
Spain,2019,309814.1665
Spain,2018,328905.094
Spain,2017,334703.521
Spain,2016,321649.6957
Spain,2015,333623.4077
Spain,2014,321937.4344
Spain,2013,320452.3325
Spain,2012,347509.2664
Spain,2011,354632.1533
Spain,2010,354652.2793
Spain,2009,369811.1268
Spain,2008,409174.5181
Spain,2007,442831.7982
Spain,2006,432096.7333
Spain,2005,438759.6323
Spain,2004,423589.7412
Spain,2003,407928.7679
Spain,2002,400722.4463
Spain,2001,382042.8358
Spain,2000,383276.361
Spain,1999,368362.6373
Spain,1998,342182.9763
Spain,1997,332619.6508
Spain,1996,318543.2641
Spain,1995,327011.0465
Spain,1994,310885.5272
Spain,1993,294733.4128
Spain,1992,304833.8415
Spain,1991,295442.8031
Spain,1990,287710.2724
Sweden,2021,47816.70139
Sweden,2020,46214.02858
Sweden,2019,50607.2402
Sweden,2018,51784.16932
Sweden,2017,52562.66123
Sweden,2016,53468.24837
Sweden,2015,53557.22499
Sweden,2014,53729.41335
Sweden,2013,55473.54584
Sweden,2012,57108.54523
Sweden,2011,60012.26327
Sweden,2010,64375.65006
Sweden,2009,58395.25543
Sweden,2008,62627.99154
Sweden,2007,65034.87666
Sweden,2006,66183.7164
Sweden,2005,66540.92517
Sweden,2004,69410.33443
Sweden,2003,70071.45656
Sweden,2002,69735.20964
Sweden,2001,69128.53469
Sweden,2000,68349.11129
Sweden,1999,69602.78717
Sweden,1998,72734.23263
Sweden,1997,72345.71565
Sweden,1996,77238.997
Sweden,1995,73326.17217
Sweden,1994,73940.297
Sweden,1993,71468.07401
Sweden,1992,71252.63623
Sweden,1991,71587.78239
Sweden,1990,71478.31264
Switzerland,2021,45135.72011
Switzerland,2020,43789.73695
Switzerland,2019,46470.47258
Switzerland,2018,46741.16903
Switzerland,2017,48245.13356
Switzerland,2016,49211.97587
Switzerland,2015,48903.48393
Switzerland,2014,49425.48029
Switzerland,2013,53361.83861
Switzerland,2012,52516.2848
Switzerland,2011,51186.2926
Switzerland,2010,55306.84962
Switzerland,2009,53726.26486
Switzerland,2008,55211.1678
Switzerland,2007,53816.98554
Switzerland,2006,55758.81111
Switzerland,2005,56089.8601
Switzerland,2004,55465.74614
Switzerland,2003,54870.35824
Switzerland,2002,53808.30122
Switzerland,2001,55364.27768
Switzerland,2000,53839.34368
Switzerland,1999,54585.78729
Switzerland,1998,54784.05609
Switzerland,1997,53252.23518
Switzerland,1996,54468.39389
Switzerland,1995,53818.43193
Switzerland,1994,52929.34389
Switzerland,1993,53980.31166
Switzerland,1992,56567.89559
Switzerland,1991,56818.255
Switzerland,1990,54933.87865
Türkiye,2021,564389.7499
Türkiye,2020,523990.8167
Türkiye,2019,508725.8735
Türkiye,2018,523108.0337
Türkiye,2017,528565.9289
Türkiye,2016,501107.9064
Türkiye,2015,474967.5348
Türkiye,2014,459489.508
Türkiye,2013,440195.3008
Türkiye,2012,448184.4581
Türkiye,2011,428617.5891
Türkiye,2010,398793.1647
Türkiye,2009,395177.1412
Türkiye,2008,388494.5563
Türkiye,2007,391697.0059
Türkiye,2006,358002.5347
Türkiye,2005,337574.9985
Türkiye,2004,314423.57
Türkiye,2003,304794.7875
Türkiye,2002,285623.3652
Türkiye,2001,279740.1378
Türkiye,2000,298916.7547
Türkiye,1999,277776.7991
Türkiye,1998,280318.9588
Türkiye,1997,278813.8405
Türkiye,1996,267581.3863
Türkiye,1995,248248.9088
Türkiye,1994,234387.83
Türkiye,1993,240771.7465
Türkiye,1992,233132.4826
Türkiye,1991,226794.7213
Türkiye,1990,219526.1511
Ukraine,2021,327258.7655
Ukraine,2020,318034.9478
Ukraine,2019,334118.1084
Ukraine,2018,339815.2437
Ukraine,2017,323286.5908
Ukraine,2016,337606.1499
Ukraine,2015,319166.5848
Ukraine,2014,362747.7157
Ukraine,2013,409243.1591
Ukraine,2012,417831.8004
Ukraine,2011,428749.0043
Ukraine,2010,407345.7548
Ukraine,2009,390533.0874
Ukraine,2008,451145.4788
Ukraine,2007,463415.3645
Ukraine,2006,460035.6435
Ukraine,2005,442402.0133
Ukraine,2004,443118.426
Ukraine,2003,440311.7822
Ukraine,2002,431034.4936
Ukraine,2001,445990.655
Ukraine,2000,427917.2421
Ukraine,1999,449769.0625
Ukraine,1998,480913.0202
Ukraine,1997,499632.6518
Ukraine,1996,515421.4992
Ukraine,1995,562107.5764
Ukraine,1994,604913.1894
Ukraine,1993,711081.2134
Ukraine,1992,801274.5919
Ukraine,1991,856425.6226
Ukraine,1990,942800.4688
UK,2021,429489.4711
UK,2020,408965.0766
UK,2019,453233.6463
UK,2018,467869.9513
UK,2017,476874.2149
UK,2016,488309.3066
UK,2015,513880.1932
UK,2014,531430.1615
UK,2013,572040.6618
UK,2012,586328.4828
UK,2011,570233.5165
UK,2010,615724.5869
UK,2009,601900.3135
UK,2008,658727.3057
UK,2007,680031.3478
UK,2006,692195.4771
UK,2005,699595.3912
UK,2004,707930.9701
UK,2003,711313.2854
UK,2002,705879.6373
UK,2001,727063.5431
UK,2000,723919.5762
UK,1999,723801.6088
UK,1998,752806.8428
UK,1997,754225.941
UK,1996,778384.7256
UK,1995,757644.2164
UK,1994,763724.1129
UK,1993,775932.7994
UK,1992,794899.5205
UK,1991,815170.024
UK,1990,806301.8425
USA,2021,6340228.292
USA,2020,6025973.613
USA,2019,6617916.876
USA,2018,6754831.648
USA,2017,6561824.44
USA,2016,6578432.362
USA,2015,6737358.644
USA,2014,6898525.596
USA,2013,6841661.093
USA,2012,6670533.532
USA,2011,6907203.236
USA,2010,7058197.908
USA,2009,6840741.542
USA,2008,7294541.719
USA,2007,7511447.958
USA,2006,7407921.495
USA,2005,7477358.361
USA,2004,7464364.918
USA,2003,7352702.361
USA,2002,7293277.737
USA,2001,7253522.308
USA,2000,7369162.972
USA,1999,7169885.428
USA,1998,7124684.268
USA,1997,7079206.863
USA,1996,7023529.629
USA,1995,6821933.718
USA,1994,6745166.791
USA,1993,6639525.505
USA,1992,6534880.127
USA,1991,6418406.19
USA,1990,6487330.948
